Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2016-01-08,005930,23260,23720,23260,23420,23420,257763
2016-01-11,005930,23120,23320,22920,23040,23040,241277
2016-01-12,005930,22960,23320,22880,22920,22920,206283
2016-01-13,005930,23060,23180,22960,22960,22960,143316
2016-01-14,005930,22620,22840,22620,22760,22760,209022
2016-01-15,005930,22800,23040,22480,22640,22640,209464
2016-01-18,005930,21760,22660,21760,22520,22520,320214
2016-01-19,005930,22560,23420,22560,23420,23420,207242
2016-01-20,005930,23200,23200,22640,22760,22760,167052
2016-01-21,005930,22660,23100,22500,22620,22620,190352
2016-01-22,005930,22900,23360,22900,23360,23360,147528
2016-01-25,005930,23440,23520,23120,23240,23240,159913
2016-01-26,005930,23100,23140,22720,22740,22740,152399
2016-01-27,005930,22520,23500,22520,23500,23500,276237
2016-01-28,005930,23280,23360,22780,22900,22900,315912
2016-01-29,005930,22800,23000,22320,23000,23000,436983
2016-02-01,005930,23040,23260,23020,23260,23260,259979
2016-02-02,005930,23220,23320,22940,23120,23120,166348
2016-02-03,005930,23000,23040,22740,22920,22920,174507
2016-02-04,005930,23000,23220,22960,23120,23120,247959
2016-02-05,005930,23120,23380,23120,23280,23280,188094
2016-02-11,005930,22360,22740,22360,22600,22600,305262
2016-02-12,005930,22600,23020,22440,22600,22600,256232
2016-02-15,005930,23080,23200,22880,23080,23080,183146
2016-02-16,005930,23160,23580,23140,23360,23360,180401
2016-02-17,005930,23580,24020,23380,23700,23700,246062
2016-02-18,005930,24060,24060,23560,23740,23740,222481
2016-02-19,005930,23740,23900,23480,23800,23800,176852
2016-02-22,005930,23800,23840,23320,23500,23500,174899
2016-02-23,005930,23580,23780,23460,23620,23620,147674
2016-02-24,005930,23560,23580,23220,23440,23440,140484
2016-02-25,005930,23440,23740,23440,23580,23580,133635
2016-02-26,005930,23600,23740,23440,23440,23440,177344
2016-02-29,005930,23580,23880,23520,23560,23560,288680
2016-03-02,005930,24000,24140,23920,23940,23940,236372
2016-03-03,005930,24260,24400,24040,24400,24400,218991
2016-03-04,005930,24400,24560,24040,24300,24300,201490
2016-03-07,005930,24400,24620,24300,24460,24460,131376
2016-03-08,005930,24460,24480,23720,23840,23840,216202
2016-03-09,005930,23760,23980,23540,23880,23880,183380
2016-03-10,005930,24160,24720,24020,24500,24500,283540
2016-03-11,005930,24500,25060,24320,24980,24980,267225
2016-03-14,005930,25340,25460,24980,25100,25100,217154
2016-03-15,005930,25100,25280,24920,25060,25060,172808
2016-03-16,005930,25120,25260,25060,25120,25120,146856
2016-03-17,005930,25300,25920,25140,25260,25260,246869
2016-03-18,005930,25560,25560,25260,25460,25460,225314
2016-03-21,005930,25480,25580,25160,25340,25340,181170
2016-03-22,005930,25340,25580,25240,25380,25380,202872
2016-03-23,005930,25380,25580,25240,25580,25580,197418
2016-03-24,005930,25580,25800,25320,25640,25640,218795
2016-03-25,005930,25660,25800,25560,25760,25760,143446
2016-03-28,005930,25760,26000,25760,25880,25880,121218
2016-03-29,005930,25880,26000,25700,25800,25800,172454
2016-03-30,005930,26200,26419,26040,26160,26160,267605
2016-03-31,005930,26120,26279,25960,26240,26240,382615
2016-04-01,005930,25980,26180,25420,25580,25580,271156
2016-04-04,005930,25580,26100,25580,26100,26100,188046
2016-04-05,005930,25980,25980,25200,25200,25200,236319
2016-04-06,005930,25380,25820,25360,25700,25700,184234
2016-04-07,005930,26000,26000,25160,25380,25380,258795
2016-04-08,005930,25380,25380,24800,24920,24920,251868
2016-04-11,005930,24920,25420,24920,25320,25320,120693
2016-04-12,005930,25400,25620,25320,25500,25500,134054
2016-04-14,005930,26000,26040,25780,26000,26000,335327
2016-04-15,005930,26180,26200,25800,26000,26000,136599
2016-04-18,005930,25900,26100,25840,25980,25980,128474
2016-04-19,005930,25880,25920,25660,25760,25760,144766
2016-04-20,005930,25640,26000,25640,25980,25980,171972
2016-04-21,005930,26000,26020,25760,25880,25880,145089
2016-04-22,005930,25880,25880,25540,25600,25600,114830
2016-04-25,005930,25700,25700,25420,25620,25620,91957
2016-04-26,005930,25700,26100,25660,25920,25920,166901
2016-04-27,005930,25880,26000,25720,26000,26000,165946
2016-04-28,005930,26000,26000,25220,25300,25300,293069
2016-04-29,005930,25200,25340,24840,24900,24900,325078
2016-05-02,005930,24940,25240,24900,25000,25000,140552
2016-05-03,005930,25340,25400,25120,25220,25220,158066
2016-05-04,005930,25440,25800,25240,25800,25800,294055
2016-05-09,005930,25800,26000,25700,25980,25980,312894
2016-05-10,005930,25980,26000,25760,25920,25920,171191
2016-05-11,005930,25920,25980,25740,25840,25840,176688
2016-05-12,005930,25840,25840,25500,25620,25620,152302
2016-05-13,005930,25620,25620,25020,25060,25060,245698
2016-05-16,005930,25060,25260,24940,24960,24960,234403
2016-05-17,005930,24980,25300,24980,25280,25280,183671
2016-05-18,005930,25280,25420,25100,25360,25360,183392
2016-05-19,005930,25360,25540,25320,25400,25400,200249
2016-05-20,005930,25400,25600,25380,25380,25380,159211
2016-05-23,005930,25380,25720,25380,25720,25720,162251
2016-05-24,005930,25720,25780,25360,25420,25420,208692
2016-05-25,005930,25660,25960,25480,25900,25900,237255
2016-05-26,005930,25980,26060,25900,25920,25920,253073
2016-05-27,005930,26000,26020,25460,25640,25640,274891
2016-05-30,005930,25940,25940,25480,25600,25600,206307
2016-05-31,005930,25600,26000,25360,25840,25840,1250554
2016-06-01,005930,25960,26820,25900,26660,26660,470080
2016-06-02,005930,27000,27440,26920,27300,27300,476139
2016-06-03,005930,27400,27580,27280,27540,27540,341324
2016-06-07,005930,27720,28040,27600,27960,27960,462843
2016-06-08,005930,28380,28380,27780,28120,28120,376162
2016-06-09,005930,28160,28600,28120,28600,28600,515375
2016-06-10,005930,28480,28500,28080,28120,28120,289681
2016-06-13,005930,27920,27920,27240,27420,27420,304966
2016-06-14,005930,27420,27720,27380,27600,27600,245461
2016-06-15,005930,27699,28320,27660,28260,28260,306689
2016-06-16,005930,28259,28340,27900,28180,28180,292431
2016-06-17,005930,28200,28700,28200,28520,28520,328394
2016-06-20,005930,28540,28960,28519,28620,28620,270316
2016-06-21,005930,28640,28980,28520,28960,28960,200411
2016-06-22,005930,28920,29000,28620,28900,28900,178965
2016-06-23,005930,28880,28900,28540,28600,28600,225126
2016-06-24,005930,28900,28900,27200,28000,28000,411052
2016-06-27,005930,28000,28099,27700,27960,27960,236780
2016-06-28,005930,27800,28080,27579,27980,27980,214379
2016-06-29,005930,28160,28240,27820,27920,27920,210541
2016-06-30,005930,28160,28900,27940,28500,28500,272943
2016-07-01,005930,28540,29579,28540,29320,29320,287872
2016-07-04,005930,29279,29479,29020,29320,29320,159900
2016-07-05,005930,29319,29500,29240,29380,29380,157407
2016-07-06,005930,28940,29040,28240,28420,28420,334983
2016-07-07,005930,28420,29000,28320,29000,29000,229904
2016-07-08,005930,29000,29500,28980,29200,29200,269963
2016-07-11,005930,29199,30000,29199,29780,29780,281136
2016-07-12,005930,29980,30099,29200,29280,29280,220494
2016-07-13,005930,29920,29920,29259,29620,29620,200198
2016-07-14,005930,29620,30000,29520,30000,30000,248605
2016-07-15,005930,30000,30439,29720,30360,30360,232463
2016-07-18,005930,30360,30660,30000,30660,30660,231344
2016-07-19,005930,30560,30799,30440,30660,30660,202445
2016-07-20,005930,30659,30840,30480,30800,30800,155463
2016-07-21,005930,30800,30940,30740,30860,30860,170894
2016-07-22,005930,30120,30560,30120,30320,30320,171703
2016-07-25,005930,30000,30460,29900,30040,30040,154650
2016-07-26,005930,30000,30619,29960,30600,30600,144570
2016-07-27,005930,30240,30580,30240,30540,30540,126701
2016-07-28,005930,30660,30720,29960,30140,30140,190074
2016-07-29,005930,30400,31140,30220,30780,30780,299712
2016-08-01,005930,31380,31600,31200,31360,31360,230308
2016-08-02,005930,31360,31360,30920,30960,30960,166316
2016-08-03,005930,30960,30960,30340,30340,30340,150098
2016-08-04,005930,30380,30660,30340,30340,30340,140199
2016-08-05,005930,30580,31280,30500,31220,31220,139177
2016-08-08,005930,31320,31500,31120,31380,31380,222503
2016-08-09,005930,31480,31580,31140,31340,31340,180464
2016-08-10,005930,31340,31400,30680,30820,30820,246807
2016-08-11,005930,30820,31180,30520,31180,31180,210672
2016-08-12,005930,31180,31400,30880,30900,30900,209497
2016-08-16,005930,30900,31520,30900,31360,31360,216862
2016-08-17,005930,31380,31399,31020,31320,31320,148929
2016-08-18,005930,31340,32880,31320,32800,32800,366541
2016-08-19,005930,32760,33500,32720,33500,33500,336103
2016-08-22,005930,33480,33840,33180,33300,33300,252244
2016-08-23,005930,33300,33880,33140,33740,33740,230914
2016-08-24,005930,33600,33640,32720,33060,33060,318771
2016-08-25,005930,32600,33180,32440,32780,32780,283476
2016-08-26,005930,32120,32460,32060,32240,32240,241160
2016-08-29,005930,32040,32800,31940,32800,32800,178515
2016-08-30,005930,32940,33420,32660,32900,32900,156992
2016-08-31,005930,32820,32820,32220,32400,32400,410644
2016-09-01,005930,31660,31760,31260,31740,31740,375803
2016-09-02,005930,31900,32260,31760,31940,31940,163060
2016-09-05,005930,31800,32300,31700,32120,32120,167676
2016-09-06,005930,32140,32900,31940,32860,32860,153203
2016-09-07,005930,32960,33040,32420,32420,32420,191837
2016-09-08,005930,32460,32780,32280,32780,32780,241417
2016-09-09,005930,32220,32360,31280,31500,31500,265168
2016-09-12,005930,29800,30119,29119,29300,29300,529987
2016-09-13,005930,30159,30980,29900,30540,30540,494345
2016-09-19,005930,30760,31380,30720,31160,31160,448163
2016-09-20,005930,31180,31759,31180,31700,31700,258423
2016-09-21,005930,31900,32019,31520,31840,31840,210181
2016-09-22,005930,32000,32820,31980,32360,32360,228599
2016-09-23,005930,31640,31960,31320,31420,31420,365993
2016-09-26,005930,31420,31920,31280,31360,31360,290496
2016-09-27,005930,31000,31500,30660,31380,31380,196688
2016-09-28,005930,31080,31460,31080,31340,31340,174128
2016-09-29,005930,31459,32380,31440,32000,32000,227951
2016-09-30,005930,31800,32300,31700,31960,31960,235254
2016-10-04,005930,32200,32480,32120,32280,32280,261062
2016-10-05,005930,32020,32520,31940,32380,32380,249409
2016-10-06,005930,33920,34000,33340,33820,33820,591163
2016-10-07,005930,34000,34320,33800,34120,34120,521011
2016-10-10,005930,33000,33780,32560,33600,33600,505866
2016-10-11,005930,31999,32500,30900,30900,30900,768543
2016-10-12,005930,29900,30900,29880,30700,30700,781771
2016-10-13,005930,31000,31620,30900,31140,31140,437291
2016-10-14,005930,30960,31760,30940,31540,31540,283179
2016-10-17,005930,31299,32040,30760,31800,31800,255704
2016-10-18,005930,31439,31900,31439,31780,31780,207690
2016-10-19,005930,31580,32860,31500,32500,32500,308891
2016-10-20,005930,32520,33020,32179,32400,32400,206609
2016-10-21,005930,32120,32260,31760,31780,31780,209550
2016-10-24,005930,31860,32159,31800,32160,32160,185799
2016-10-25,005930,31999,32080,31840,31940,31940,197322
2016-10-26,005930,31939,31980,31240,31340,31340,210680
2016-10-27,005930,31420,32340,31120,31460,31460,282340
2016-10-28,005930,31600,32280,31600,32280,32280,204284
2016-10-31,005930,32320,32780,32220,32780,32780,241344
2016-11-01,005930,32600,33040,32240,33040,33040,206948
2016-11-02,005930,32800,33040,32620,32860,32860,201985
2016-11-03,005930,32600,32800,32120,32320,32320,206837
2016-11-04,005930,32100,32680,32100,32540,32540,142077
2016-11-07,005930,32940,33000,32680,32800,32800,153238
2016-11-08,005930,32980,32980,32700,32880,32880,108349
2016-11-09,005930,32920,33140,31820,31920,31920,313672
2016-11-10,005930,32600,33000,32360,32980,32980,235907
2016-11-11,005930,31700,32360,31700,31960,31960,256736
2016-11-14,005930,31899,31919,31040,31060,31060,302666
2016-11-15,005930,31060,31620,30780,30780,30780,273314
2016-11-16,005930,30800,31280,30800,31160,31160,266164
2016-11-17,005930,31100,31520,30900,31360,31360,157411
2016-11-18,005930,31639,31760,31400,31720,31720,189215
2016-11-21,005930,31300,32119,31300,31860,31860,163604
2016-11-22,005930,32140,32900,32000,32800,32800,195022
2016-11-23,005930,33220,33220,32520,32980,32980,253372
2016-11-24,005930,32980,33040,32660,33000,33000,155143
2016-11-25,005930,32820,33040,32660,33000,33000,125538
2016-11-28,005930,33000,33620,32800,33540,33540,265881
2016-11-29,005930,33800,33960,33380,33540,33540,361626
2016-11-30,005930,33540,34940,33540,34920,34920,570704
2016-12-01,005930,34800,35060,34660,34980,34980,310707
2016-12-02,005930,34480,34760,34140,34540,34540,307059
2016-12-05,005930,34340,34680,34220,34360,34360,169692
2016-12-06,005930,34440,35200,34400,34960,34960,280036
2016-12-07,005930,35040,35480,35040,35440,35440,192073
2016-12-08,005930,35980,36020,35520,35800,35800,329251
2016-12-09,005930,35900,35900,35400,35600,35600,213049
2016-12-12,005930,34660,35360,34660,35040,35040,228289
2016-12-13,005930,34620,35440,34620,35320,35320,233689
2016-12-14,005930,35560,35680,35280,35540,35540,149102
2016-12-15,005930,34820,35500,34820,35180,35180,115471
2016-12-16,005930,35300,36020,35200,35860,35860,234954
2016-12-19,005930,35620,36380,35620,35900,35900,108716
2016-12-20,005930,35920,36400,35840,36240,36240,152304
2016-12-21,005930,36360,36600,36020,36100,36100,131042
2016-12-22,005930,36260,36300,35980,36180,36180,127092
2016-12-23,005930,36020,36080,35600,35640,35640,166697
2016-12-26,005930,35600,36000,35560,35960,35960,96472
2016-12-27,005930,35980,36200,35860,35980,35980,93069
2016-12-28,005930,35840,35980,35600,35760,35760,133258
2016-12-29,005930,35420,36040,35400,36040,36040,150329
2017-01-02,005930,35980,36240,35880,36100,36100,93012
2017-01-03,005930,36280,36620,36020,36480,36480,147153
2017-01-04,005930,36500,36520,36100,36160,36160,159435
2017-01-05,005930,36060,36060,35540,35560,35560,219349
2017-01-06,005930,36180,36440,36040,36200,36200,177619
2017-01-09,005930,36600,37500,36560,37220,37220,263898
2017-01-10,005930,37280,37400,37080,37240,37240,181996
2017-01-11,005930,37520,38560,37420,38280,38280,240363
2017-01-12,005930,38000,38800,37980,38800,38800,233383
2017-01-13,005930,38100,38319,37460,37460,37460,319089
2017-01-16,005930,36860,37820,36320,36660,36660,332230
2017-01-17,005930,36580,37460,36580,36960,36960,163014
2017-01-18,005930,37040,37500,36620,36940,36940,177508
2017-01-19,005930,37720,37920,37020,37480,37480,188378
2017-01-20,005930,37120,37420,36880,37200,37200,183700
2017-01-23,005930,37200,38060,37000,38060,38060,176208
2017-01-24,005930,38120,38580,37880,38160,38160,220975
2017-01-25,005930,38340,39400,38320,39400,39400,268677
2017-01-26,005930,39420,40000,39420,39900,39900,304290
2017-01-31,005930,39900,39900,39460,39460,39460,359844
2017-02-01,005930,39540,39660,39039,39120,39120,283008
2017-02-02,005930,39600,39660,39200,39360,39360,300586
2017-02-03,005930,39400,39500,39180,39460,39460,207727
2017-02-06,005930,39580,39660,39140,39560,39560,177214
2017-02-07,005930,39560,39580,38760,38820,38820,280836
2017-02-08,005930,38740,38779,38200,38400,38400,341859
2017-02-09,005930,38779,38840,38219,38400,38400,273883
2017-02-10,005930,38400,38760,38300,38360,38360,220415
2017-02-13,005930,37740,38060,37720,37960,37960,222041
2017-02-14,005930,37960,38260,37320,37580,37580,262483
2017-02-15,005930,37080,37960,37080,37720,37720,283831
2017-02-16,005930,37800,38360,37780,38020,38020,204527
2017-02-17,005930,37560,38040,37280,37860,37860,307549
2017-02-20,005930,38220,38780,38160,38660,38660,149716
2017-02-21,005930,38540,39560,38420,38940,38940,211252
2017-02-22,005930,39000,39340,38980,39300,39300,170789
2017-02-23,005930,39020,39440,39020,39180,39180,204346
2017-02-24,005930,38960,39100,38060,38220,38220,185937
2017-02-27,005930,38020,38140,37700,38060,38060,180674
2017-02-28,005930,38059,38760,37960,38440,38440,301774
2017-03-02,005930,38420,39860,38420,39720,39720,424996
2017-03-03,005930,39340,39720,39160,39620,39620,254174
2017-03-06,005930,39220,40220,39220,40080,40080,244697
2017-03-07,005930,39800,40320,39800,40200,40200,211065
2017-03-08,005930,40200,40620,40140,40200,40200,242819
2017-03-09,005930,40200,40300,40020,40200,40200,287445
2017-03-10,005930,39960,40420,39860,40180,40180,204556
2017-03-13,005930,40039,40980,40039,40600,40600,148482
2017-03-14,005930,40620,41540,40500,41360,41360,226501
2017-03-15,005930,40800,41440,40800,41400,41400,191757
2017-03-16,005930,41800,42180,41540,41840,41840,198663
2017-03-17,005930,41800,42500,41720,42400,42400,252046
2017-03-20,005930,42000,42120,41740,41900,41900,205001
2017-03-21,005930,41780,42680,41760,42560,42560,284403
2017-03-22,005930,41600,42460,41580,42460,42460,328545
2017-03-23,005930,42200,42360,41700,41800,41800,307942
2017-03-24,005930,41600,41980,41080,41500,41500,256163
2017-03-27,005930,41200,41880,41180,41200,41200,243553
2017-03-28,005930,41560,41840,41380,41480,41480,164325
2017-03-29,005930,41740,41960,41580,41780,41780,201865
2017-03-30,005930,41880,42440,41880,41980,41980,164080
2017-03-31,005930,41820,42020,41200,41200,41200,210006
2017-04-03,005930,41400,41720,41300,41440,41440,191588
2017-04-04,005930,41600,42180,41520,42080,42080,245110
2017-04-05,005930,41900,42240,41700,42140,42140,213994
2017-04-06,005930,42000,42080,41600,41840,41840,193668
2017-04-07,005930,41800,41820,41160,41600,41600,200420
2017-04-10,005930,41940,41940,41500,41940,41940,142827
2017-04-11,005930,41940,41940,41580,41600,41600,143458
2017-04-12,005930,41860,41940,41700,41900,41900,165498
2017-04-13,005930,41660,42460,41660,42420,42420,180816
2017-04-14,005930,42160,42260,41760,42020,42020,109257
2017-04-17,005930,42000,42080,41520,41560,41560,104495
2017-04-18,005930,41680,41820,41280,41500,41500,137213
2017-04-19,005930,41299,41420,40900,40900,40900,235258
2017-04-20,005930,40580,40800,40080,40280,40280,422977
2017-04-21,005930,40480,41400,40480,40760,40760,302610
2017-04-24,005930,41260,41260,40920,41240,41240,179803
2017-04-25,005930,41460,42740,41320,42700,42700,385992
2017-04-26,005930,42700,42800,42520,42800,42800,295896
2017-04-27,005930,42700,44520,41960,43840,43840,460645
2017-04-28,005930,45780,45800,44520,44620,44620,453714
2017-05-02,005930,45500,45500,44760,44900,44900,281366
2017-05-04,005930,45700,45700,44860,45520,45520,273802
2017-05-08,005930,45520,47020,45340,47020,47020,391651
2017-05-10,005930,46160,47220,45600,45600,45600,468219
2017-05-11,005930,45420,46180,45220,45500,45500,425557
2017-05-12,005930,45760,46160,45660,45820,45820,188458
2017-05-15,005930,45620,46280,45620,46100,46100,160028
2017-05-16,005930,46660,46800,46100,46380,46380,176075
2017-05-17,005930,46120,46640,46100,46340,46340,148489
2017-05-18,005930,45740,46000,45540,45940,45940,223207
2017-05-19,005930,45640,45780,44720,44720,44720,315247
2017-05-22,005930,45040,45380,44760,45100,45100,352871
2017-05-23,005930,45400,45580,44900,44920,44920,252141
2017-05-24,005930,44860,45300,44800,44880,44880,173508
2017-05-25,005930,45160,45680,44800,45680,45680,260896
2017-05-26,005930,45600,46460,45540,46080,46080,272273
2017-05-29,005930,46220,46400,45380,45620,45620,174791
2017-05-30,005930,45520,45660,44480,44640,44640,248672
2017-05-31,005930,44580,45020,44400,44700,44700,373382
2017-06-01,005930,44860,44900,44400,44680,44680,195070
2017-06-02,005930,45060,45960,45000,45960,45960,249775
2017-06-05,005930,46040,46360,45720,45940,45940,151988
2017-06-07,005930,46500,46500,45240,45300,45300,274588
2017-06-08,005930,45000,45580,45000,45160,45160,279575
2017-06-09,005930,45680,46440,45600,46100,46100,234657
2017-06-12,005930,45420,45600,45140,45380,45380,219086
2017-06-13,005930,45140,45620,45140,45400,45400,172498
2017-06-14,005930,45800,46060,45240,45360,45360,203334
2017-06-15,005930,45680,45920,45180,45680,45680,193140
2017-06-16,005930,45500,45940,45460,45580,45580,348069
2017-06-19,005930,45580,46560,45560,46560,46560,226078
2017-06-20,005930,47240,48140,47220,48140,48140,300900
2017-06-21,005930,47740,48120,47480,47480,47480,199473
2017-06-22,005930,47960,48080,47720,47960,47960,229116
2017-06-23,005930,47600,47780,47420,47620,47620,190302
2017-06-26,005930,47520,48360,47520,48280,48280,171056
2017-06-27,005930,48220,48400,47900,48300,48300,192335
2017-06-28,005930,47600,48000,47560,47700,47700,191450
2017-06-29,005930,48040,48320,47940,47940,47940,166131
2017-06-30,005930,47500,47620,47100,47540,47540,237551
2017-07-03,005930,47500,47780,47120,47220,47220,136111
2017-07-04,005930,47160,47400,46900,47000,47000,159220
2017-07-05,005930,46820,47680,46780,47580,47580,212805
2017-07-06,005930,48000,48100,47720,48060,48060,218461
2017-07-07,005930,47740,48120,47620,47860,47860,162638
2017-07-10,005930,48500,48900,48320,48660,48660,215855
2017-07-11,005930,48640,49000,48280,49000,49000,194356
2017-07-12,005930,49000,50000,48840,49880,49880,189723
2017-07-13,005930,50080,50940,50040,50560,50560,320683
2017-07-14,005930,51000,51080,50420,50480,50480,164780
2017-07-17,005930,50900,51020,50520,50640,50640,179522
2017-07-18,005930,50420,50880,50360,50840,50840,141689
2017-07-19,005930,50620,50820,50000,50740,50740,223150
2017-07-20,005930,50760,51320,50560,51200,51200,167352
2017-07-21,005930,50860,51160,50520,51080,51080,168981
2017-07-24,005930,50700,51000,50620,50860,50860,141995
2017-07-25,005930,50500,50760,49940,50000,50000,216212
2017-07-26,005930,49600,50020,49300,49840,49840,224496
2017-07-27,005930,50000,50640,49560,49800,49800,228990
2017-07-28,005930,49800,49800,47380,47760,47760,523366
2017-07-31,005930,47420,48240,46920,48200,48200,254028
2017-08-01,005930,48000,48840,47540,48600,48600,227390
2017-08-02,005930,49200,49340,48600,49000,49000,155549
2017-08-03,005930,49000,49000,47120,47780,47780,310816
2017-08-04,005930,48160,48180,47500,47700,47700,167184
2017-08-07,005930,47500,48080,47440,47580,47580,144365
2017-08-08,005930,47980,48260,47480,47720,47720,159592
2017-08-09,005930,47400,47400,46240,46280,46280,291108
2017-08-10,005930,46200,46320,45460,45900,45900,459723
2017-08-11,005930,45120,45300,44220,44620,44620,508146
2017-08-14,005930,45120,45400,44720,45000,45000,383712
2017-08-16,005930,46220,46380,46000,46200,46200,438273
2017-08-17,005930,46960,47300,46740,47040,47040,248317
2017-08-18,005930,46760,47240,46240,46900,46900,209559
2017-08-21,005930,47240,47240,46580,46840,46840,102069
2017-08-22,005930,46820,47160,46700,47000,47000,147635
2017-08-23,005930,47780,47780,47180,47480,47480,187694
2017-08-24,005930,47520,47660,47340,47520,47520,173149
2017-08-25,005930,47880,47880,46720,47020,47020,224871
2017-08-28,005930,47020,47240,45960,46100,46100,199242
2017-08-29,005930,45640,46080,45160,46080,46080,252473
2017-08-30,005930,46380,46400,45960,46200,46200,150260
2017-08-31,005930,46220,46640,46000,46320,46320,220234
2017-09-01,005930,46460,46640,46300,46480,46480,212834
2017-09-04,005930,45780,46360,45500,46040,46040,158870
2017-09-05,005930,46240,46900,45960,46760,46760,234322
2017-09-06,005930,46760,47180,46700,47000,47000,216221
2017-09-07,005930,47000,48220,47000,48120,48120,193530
2017-09-08,005930,48700,49180,48580,49080,49080,217860
2017-09-11,005930,49700,50180,49500,49800,49800,207495
2017-09-12,005930,50200,50220,49140,49600,49600,240595
2017-09-13,005930,49820,50400,49440,49620,49620,187140
2017-09-14,005930,50060,50320,49760,50300,50300,284095
2017-09-15,005930,50300,50560,49860,50400,50400,215146
2017-09-18,005930,50540,52480,50520,52480,52480,230499
2017-09-19,005930,52500,52640,51780,52120,52120,197008
2017-09-20,005930,52120,52500,51840,52220,52220,185855
2017-09-21,005930,52219,52960,52219,52800,52800,176796
2017-09-22,005930,52960,53600,52459,53000,53000,278448
2017-09-25,005930,52999,53679,52999,53620,53620,186062
2017-09-26,005930,53020,53120,51560,51660,51660,341144
2017-09-27,005930,52000,52200,51500,51680,51680,215940
2017-09-28,005930,52260,52460,51260,51260,51260,240509
2017-09-29,005930,51180,51620,50840,51280,51280,258188
2017-10-10,005930,53360,53640,52799,52800,52800,410396
2017-10-11,005930,53600,54760,53340,54640,54640,273043
2017-10-12,005930,54840,55160,54099,54800,54800,277814
2017-10-13,005930,54540,54840,53780,54000,54000,252033
2017-10-16,005930,53980,54860,53760,53920,53920,195399
2017-10-17,005930,54019,55380,54000,54800,54800,212156
2017-10-18,005930,54820,55240,54039,54760,54760,202215
2017-10-19,005930,54699,54699,52980,52980,52980,242174
2017-10-20,005930,52800,54100,52800,53840,53840,160541
2017-10-23,005930,54600,54640,54000,54300,54300,166221
2017-10-24,005930,54699,54780,54040,54040,54040,116121
2017-10-25,005930,54040,54420,53699,53900,53900,117657
2017-10-26,005930,53720,53900,52400,52400,52400,195531
2017-10-27,005930,52400,53320,52140,53080,53080,147850
2017-10-30,005930,53780,54320,53699,54040,54040,163923
2017-10-31,005930,54060,55440,53500,55080,55080,267631
2017-11-01,005930,57500,57500,56179,57220,57220,290205
2017-11-02,005930,57500,57519,56760,57060,57060,214421
2017-11-03,005930,57059,57140,55860,56380,56380,198716
2017-11-06,005930,56380,56500,55340,56380,56380,180019
2017-11-07,005930,56380,56920,55860,56100,56100,149291
2017-11-08,005930,56100,57060,55860,56760,56760,170404
2017-11-09,005930,56920,56920,55899,56340,56340,239881
2017-11-10,005930,55800,56540,55780,56400,56400,134976
2017-11-13,005930,56400,56799,56100,56380,56380,176133
2017-11-14,005930,56380,56740,55920,55920,55920,134500
2017-11-15,005930,55920,56319,55320,55340,55340,176339
2017-11-16,005930,55440,56000,55400,55780,55780,152814
2017-11-17,005930,56399,56880,55820,55820,55820,214663
2017-11-20,005930,55900,55980,55200,55200,55200,189455
2017-11-21,005930,55400,55839,55280,55280,55280,206494
2017-11-22,005930,55980,56200,55620,55960,55960,159059
2017-11-23,005930,55960,55979,55020,55300,55300,125458
2017-11-24,005930,55300,55500,55180,55460,55460,90724
2017-11-27,005930,55360,55360,52640,52640,52640,362578
2017-11-28,005930,52699,53280,51720,53280,53280,269988
2017-11-29,005930,53200,53240,52500,52600,52600,191805
2017-11-30,005930,50800,51860,50200,50800,50800,592683
2017-12-01,005930,50800,51780,50800,50840,50840,257372
2017-12-04,005930,50840,51340,50020,51340,51340,297301
2017-12-05,005930,50600,51300,50280,51260,51260,186531
2017-12-06,005930,51260,51560,50020,50020,50020,217784
2017-12-07,005930,50040,50980,50020,50740,50740,221312
2017-12-08,005930,51360,52000,51040,52000,52000,225809
2017-12-11,005930,52000,52040,51500,51780,51780,162517
2017-12-12,005930,51820,52100,51660,52100,52100,175301
2017-12-13,005930,52100,52100,51100,51320,51320,226674
2017-12-14,005930,51320,52280,51060,51060,51060,406208
2017-12-15,005930,51240,51480,50520,50620,50620,298571
2017-12-18,005930,50620,51240,50620,51200,51200,147005
2017-12-19,005930,51540,52080,51520,51560,51560,239572
2017-12-20,005930,51500,51760,50820,50880,50880,201611
2017-12-21,005930,51000,51060,49100,49140,49140,312486
2017-12-22,005930,49400,49960,49240,49700,49700,223993
2017-12-26,005930,49760,50100,48200,48200,48200,320797
2017-12-27,005930,48960,49560,48460,49360,49360,214872
2017-12-28,005930,49560,50960,49500,50960,50960,179709
